Reference,Document Number,Posting Date,Amount in local currency,Funds Center,G/L Account,Text,Document Header Text
0002004470,110010358.0,2025-11-02,200.0,10200002.0,A73101,*Trip from 12.10.25 To  14.10.25 to   HOTEL ACAPPE,TR0000076530
0002004851,110010360.0,2025-11-02,-400.0,10200002.0,A73101,*Trip from 26.10.25 To  28.10.25 to   DAERAH LANGK,TR0000076534
0002004840,110010361.0,2025-11-02,-400.0,10200002.0,A73101,*Trip from 26.10.25 To  28.10.25 to   Langkawi,TR0000076536
0002004336,110010364.0,2025-11-02,-500.0,10200002.0,A73101,*Trip from 13.10.25 To  16.10.25 to   Bandar Bahar,TR0000076542
0002004344,110010365.0,2025-11-02,-600.0,10200002.0,A73101,*Trip from 13.10.25 To  16.10.25 to   bandar bahar,TR0000076544
0004000450,110010418.0,2025-11-03,-238.0,10170004.0,A73101,*Trip from 20.10.25 To  21.10.25 to   johor bharu,TR0000076610
0003000208,110010427.0,2025-11-03,-500.0,10140008.0,A73101,"*Trip from 24.08.25 To  27.08.25 to   Jakarta, Ind",TR0000076618
0002004449,110010440.0,2025-11-04,-500.0,10130003.0,A73101,*Trip from 29.10.25 To  31.10.25 to   CIDB Negeri,TR0000076634
0001000401,110010449.0,2025-11-04,-250.0,10110004.0,A73101,*Trip from 27.10.25 To  29.10.25 to   CIDB BINTULU,TR0000076646
0008000490,110010450.0,2025-11-04,-430.0,10150009.0,A73101,*Trip from 08.10.25 To  12.10.25 to   Port dickson,TR0000076648
0002004462,110010453.0,2025-11-04,-500.0,10130003.0,A73101,*Trip from 29.10.25 To  31.10.25 to   CIDB Negeri,TR0000076654
0002005065,110010490.0,2025-11-05,400.0,10200005.0,A73101,*Req.from  11.11.25 To  13.11.25 to   HULU LANGAT,TR0000076674
0002005071,110010491.0,2025-11-05,396.0,10200005.0,A73101,*Req.from  11.11.25 To  13.11.25 to   DAERAH HULU,TR0000076676
0002005067,110010492.0,2025-11-05,400.0,10200005.0,A73101,"*Req.from  11.11.25 To  13.11.25 to   Hulu langat,",TR0000076679
0002005064,110010493.0,2025-11-05,400.0,10200005.0,A73101,*Req.from  11.11.25 To  13.11.25 to   DAERAH HULU,TR0000076681
0002005083,110010527.0,2025-11-05,400.0,10200005.0,A73101,*Req.from  11.11.25 To  13.11.25 to   DAERAH HULU,TR0000076720
0002005056,110010528.0,2025-11-05,400.0,10200005.0,A73101,"*Req.from  11.11.25 To  13.11.25 to   HULU LANGAT,",TR0000076722
0002004463,110010548.0,2025-11-06,-400.0,10200012.0,A73101,*Trip from 12.10.25 To  15.10.25 to   CIDB NEGERI,TR0000076750
0002004569,110010549.0,2025-11-06,-350.0,10200020.0,A73101,"*Trip from 20.10.25 To  23.10.25 to   Betong, Sri",TR0000076752
0002004340,110010550.0,2025-11-06,-800.0,10200020.0,A73101,*Trip from 12.10.25 To  17.10.25 to   LIMBANG & LA,TR0000076754
0002004571,110010556.0,2025-11-06,-550.0,10200020.0,A73101,"*Trip from 20.10.25 To  25.10.25 to   BETONG,SRI A",TR0000076766
0005001104,110010569.0,2025-11-06,200.0,10120004.0,A73101,*Req.from  10.11.25 To  11.11.25,TR0000076794
0005001088,110010571.0,2025-11-06,200.0,10120004.0,A73101,*Req.from  10.11.25 To  11.11.25 to   Kota Kinabal,TR0000076801
0002005088,110010572.0,2025-11-06,648.0,10200012.0,A73101,*Req.from  11.11.25 To  14.11.25 to   CIDB NEGERI,TR0000076802
0002004694,110010576.0,2025-11-06,-477.0,10200032.0,A73101,*Trip from 22.10.25 To  25.10.25 to   PERAK,TR0000076804
0002004767,110010579.0,2025-11-06,-165.0,10200005.0,A73101,*Trip from 27.10.25 To  29.10.25 to   Kuala Selang,TR0000076814
0002004753,110010580.0,2025-11-06,-165.0,10200005.0,A73101,*Trip from 27.10.25 To  29.10.25 to   DAERAH KUALA,TR0000076816
0002004738,110010581.0,2025-11-06,-165.0,10200005.0,A73101,*Trip from 27.10.25 To  29.10.25 to   DAERAH SABAK,TR0000076818
0002004740,110010582.0,2025-11-06,-165.0,10200005.0,A73101,*Trip from 27.10.25 To  29.10.25 to   DAERAH KUALA,TR0000076820
0002004802,110010583.0,2025-11-06,-165.0,10200005.0,A73101,*Trip from 27.10.25 To  29.10.25 to   Daerah Kuala,TR0000076822
0002004784,110010584.0,2025-11-06,-165.0,10200005.0,A73101,*Trip from 27.10.25 To  29.10.25 to   KUALA SELANG,TR0000076824
0002004772,110010585.0,2025-11-06,-165.0,10200005.0,A73101,*Trip from 27.10.25 To  29.10.25 to   DAERAH KUALA,TR0000076826
0002004764,110010586.0,2025-11-06,-165.0,10200005.0,A73101,*Trip from 27.10.25 To  29.10.25 to   DAERAH KUALA,TR0000076828
0002004756,110010587.0,2025-11-06,-165.0,10200005.0,A73101,*Trip from 27.10.25 To  29.10.25 to   Daerah Sabak,TR0000076830
0002004807,110010588.0,2025-11-06,-150.0,10200005.0,A73101,*Trip from 27.10.25 To  29.10.25 to   KUALA SELANG,TR0000076832
0002004803,110010589.0,2025-11-06,-150.0,10200005.0,A73101,*Trip from 27.10.25 To  29.10.25 to   DAERAH KUALA,TR0000076834
0002004739,110010590.0,2025-11-06,-165.0,10200005.0,A73101,*Trip from 27.10.25 To  29.10.25 to   DAERAH KUALA,TR0000076837
0002004353,110010641.0,2025-11-07,-165.0,10200005.0,A73101,*Trip from 27.10.25 To  29.10.25 to   DAERAH SABAK,TR0000076874
0008000565,110010661.0,2025-11-07,300.0,10150009.0,A73101,"*Req.from  10.11.25 To  13.11.25 to   Hotel Trove,",TR0000076892
0008000577,110010662.0,2025-11-07,200.0,10150009.0,A73101,"*Req.from  09.11.25 To  11.11.25 to   KULIM, KEDAH",TR0000076894
0004000459,110010663.0,2025-11-07,-200.0,10170003.0,A73101,*Trip from 12.10.25 To  14.10.25 to   Trove Hotel,TR0000076896
0006000393,110010739.0,2025-11-10,396.0,10120001.0,A73101,*Req.from  10.11.25 To  12.11.25 to   DOUBLE TREE,TR0000076939
0002005075,110010760.0,2025-11-10,400.0,10200005.0,A73101,*Req.from  11.11.25 To  13.11.25 to   DAERAH HULU,TR0000076966
0002004912,110010765.0,2025-11-10,-300.0,10200032.0,A73101,*Trip from 30.10.25 To  01.11.25 to   KUALA LUMPUR,TR0000076976
0008000584,110010784.0,2025-11-11,600.0,10150009.0,A73101,*Req.from  17.11.25 To  20.11.25 to   CIDB TERENGG,TR0000076996
0001000424,110010803.0,2025-11-11,-250.0,10110004.0,A73101,*Trip from 06.11.25 To  07.11.25 to   CIDB CAW TAW,TR0000077024
0002004568,110010816.0,2025-11-12,-600.0,10200020.0,A73101,"*Trip from 20.10.25 To  23.10.25 to   Betong,Sri A",TR0000077050
0002004584,110010819.0,2025-11-12,-800.0,10200020.0,A73101,"*Trip from 20.10.25 To  25.10.25 to   Betong, Sri",TR0000077056
0006000390,110010848.0,2025-11-12,400.0,10120003.0,A73101,*Req.from  14.11.25 To  16.11.25,TR0000077080
0006000395,110010867.0,2025-11-12,200.0,10120003.0,A73101,*Req.from  14.11.25 To  16.11.25 to   SWIS-BEL HOT,TR0000077090
0005001131,110010868.0,2025-11-12,300.0,10120004.0,A73101,*Req.from  14.11.25 To  16.11.25 to   Swiss - Bel,TR0000077092
0002004929,110010881.0,2025-11-13,-800.0,10200010.0,A73101,*Trip from 03.11.25 To  07.11.25 to   CIDB NEGERI,TR0000077110
0002005139,110010883.0,2025-11-13,850.0,10130007.0,A73101,*Req.from  12.11.25 To  15.11.25 to   Yogyakarta,TR0000077114
0002004777,110010907.0,2025-11-13,-165.0,10200005.0,A73101,*Trip from 27.10.25 To  29.10.25 to   DAERAH KUALA,TR0000077152
0005001104,110010911.0,2025-11-13,-200.0,10120004.0,A73101,*Trip from 10.11.25 To  11.11.25 to   KOTA KINABAL,TR0000077160
0004000436,110010925.0,2025-11-13,-330.0,10170004.0,A73101,*Trip from 06.10.25 To  08.10.25 to   Kota Kinabal,TR0000077187
0004000461,110010926.0,2025-11-13,-300.0,10170004.0,A73101,*Trip from 20.10.25 To  22.10.25 to   JOHOR BAHRU,TR0000077187
0001000123,110010941.0,2025-11-13,-769.5,10110004.0,A73101,*Trip from 14.05.25 To  17.05.25 to   SARAWAK,TR0000077201
0002004411,110010967.0,2025-11-14,-700.0,10200021.0,A73101,*Trip from 13.10.25 To  17.10.25 to   Limbang & La,TR0000077233
0002005220,110010980.0,2025-11-14,216.0,10200003.0,A73101,*Req.from  18.11.25 To  20.11.25 to   Hotel Royale,TR0000077255
0002005241,110010981.0,2025-11-14,216.0,10200003.0,A73101,"*Req.from  18.11.25 To  20.11.25 to   SEREMBAN, NE",TR0000077255
0002005199,110010985.0,2025-11-16,230.0,10200011.0,A73101,*Req.from  18.11.25 To  20.11.25 to   Hotel Royale,TR0000077263
0002004503,110011025.0,2025-11-17,-800.0,10200021.0,A73101,*Trip from 13.10.25 To  17.10.25 to   Limbang & La,TR0000077298
0002005307,110011054.0,2025-11-18,400.0,10200002.0,A73101,*Req.from  24.11.25 To  27.11.25 to   PULAU LANGKA,TR0000077328
0002005306,110011057.0,2025-11-18,400.0,10200002.0,A73101,*Req.from  24.11.25 To  28.11.25 to   LANGKAWI,TR0000077330
0002004576,110011058.0,2025-11-18,-800.0,10200020.0,A73101,*Trip from 20.10.25 To  25.10.25 to   BETONG SRI A,TR0000077332
0002005064,110011059.0,2025-11-18,-400.0,10200005.0,A73101,*Trip from 11.11.25 To  13.11.25 to   DAERAH HULU,TR0000077334
0002005075,110011060.0,2025-11-18,-400.0,10200005.0,A73101,*Trip from 11.11.25 To  13.11.25 to   DAERAH HULU,TR0000077336
0002005067,110011061.0,2025-11-18,-400.0,10200005.0,A73101,"*Trip from 11.11.25 To  13.11.25 to   Hulu langat,",TR0000077338
0002005071,110011062.0,2025-11-18,-396.0,10200005.0,A73101,*Trip from 11.11.25 To  13.11.25 to   DAERAH HULU,TR0000077340
0002005065,110011063.0,2025-11-18,-400.0,10200005.0,A73101,*Trip from 11.11.25 To  13.11.25 to   HULU LANGAT,TR0000077342
0002005310,110011064.0,2025-11-18,400.0,10200002.0,A73101,*Req.from  24.11.25 To  28.11.25 to   Daerah Langk,TR0000077344
0002005321,110011067.0,2025-11-18,300.0,10200002.0,A73101,"*Req.from  24.11.25 To  27.11.25 to   LANGKAWI, KE",TR0000077348
0006000395,110011082.0,2025-11-18,-200.0,10120003.0,A73101,*Trip from 14.11.25 To  16.11.25 to   SWIS-BEL HOT,TR0000077362
0006000331,110011086.0,2025-11-18,-500.0,10120002.0,A73101,*Trip from 06.10.25 To  08.10.25 to   cidb kuching,TR0000077370
0002005312,110011105.0,2025-11-19,648.0,10200001.0,A73101,*Req.from  21.11.25 To  24.11.25 to   KLANG SELANG,TR0000077396
0002005088,110011111.0,2025-11-19,-648.0,10200012.0,A73101,*Trip from 11.11.25 To  14.11.25 to   CIDB NEGERI,TR0000077400
0002004816,110011131.0,2025-11-19,-800.0,10130007.0,A73101,"*Trip from 09.11.25 To  14.11.25 to   Fuzhou, Tang",TR0000077414
0006000393,110011138.0,2025-11-19,-396.0,10120001.0,A73101,*Trip from 10.11.25 To  12.11.25 to   DOUBLE TREE,TR0000077418
0005001131,110011140.0,2025-11-19,-300.0,10120004.0,A73101,*Trip from 14.11.25 To  16.11.25 to   CIDB Pahang,TR0000077422
0004000442,110011144.0,2025-11-19,-513.0,10170004.0,A73101,*Trip from 06.10.25 To  08.10.25 to   Citadine Wat,TR0000077426
0004000462,110011145.0,2025-11-19,-432.0,10170004.0,A73101,*Trip from 20.10.25 To  22.10.25 to   Capri By Fra,TR0000077426
0002005198,110011165.0,2025-11-20,300.0,10200003.0,A73101,*Req.from  23.11.25 To  27.11.25 to   DADRA AND NA,TR0000077456
0008000577,110011174.0,2025-11-21,-200.0,10150009.0,A73101,"*Trip from 09.11.25 To  11.11.25 to   KULIM, KEDAH",TR0000077471
0002005056,110011181.0,2025-11-21,-400.0,10200005.0,A73101,"*Trip from 11.11.25 To  13.11.25 to   HULU LANGAT,",TR0000077480
0002005339,110011183.0,2025-11-21,1740.0,10200003.0,A73101,"*Req.from  23.11.25 To  02.12.25 to   SHANDONG, HE",TR0000077482
0008000584,110011191.0,2025-11-21,-600.0,10150009.0,A73101,*Trip from 17.11.25 To  20.11.25 to   CIDB TERENGG,TR0000077494
0008000565,110011220.0,2025-11-24,-300.0,10150009.0,A73101,"*Trip from 10.11.25 To  13.11.25 to   Hotel Trove,",TR0000077527
0002004573,110011229.0,2025-11-24,-800.0,10200020.0,A73101,"*Trip from 20.10.25 To  25.10.25 to   BETONG, SRI",TR0000077537
0002005083,110011268.0,2025-11-26,-400.0,10200005.0,A73101,*Trip from 11.11.25 To  13.11.25 to   DAERAH HULU,TR0000077568
0002004155,110011270.0,2025-11-26,-300.0,10200007.0,A73101,*Req.from  29.09.25 To  01.10.25 to   Johor Bahru,TR0000077572
0002005419,110011283.0,2025-11-26,500.0,10200004.0,A73101,*Req.from  01.12.25 To  05.12.25 to   KUALA KANGSA,TR0000077576
0006000414,110011307.0,2025-11-26,200.0,10120001.0,A73101,*Req.from  01.12.25 To  02.12.25 to   Kedah,TR0000077598
0001000442,110011308.0,2025-11-26,1200.0,10110004.0,A73101,*Req.from  07.12.25 To  12.12.25 to   CIDB Sarawak,TR0000077600
0001000455,110011309.0,2025-11-26,1200.0,10110004.0,A73101,*Req.from  07.12.25 To  12.12.25 to   CIDB SARAWAK,TR0000077602
0008000599,110011310.0,2025-11-26,640.0,10150009.0,A73101,*Req.from  01.12.25 To  04.12.25 to   johor bahru,TR0000077604
0002005438,110011311.0,2025-11-26,975.0,10130007.0,A73101,*Req.from  30.11.25 To  04.12.25 to   Ho Chi Minh,TR0000077606
0006000415,110011330.0,2025-11-28,500.0,10120002.0,A73101,*Req.from  02.12.25 To  04.12.25 to   bintulu/miri,TR0000077624
0002005312,110011409.0,2025-12-01,-648.0,10200001.0,A73101,*Trip from 21.11.25 To  24.11.25 to   KLANG SELANG,TR0000077724
0002005442,110011442.0,2025-12-02,160.0,10200008.0,A73101,"*Req.from  05.12.25 To  06.12.25 to   JOHOR BHARU,",TR0000077754
0008000600,110011447.0,2025-12-02,600.0,10150009.0,A73101,*Req.from  07.12.25 To  11.12.25 to   Bintulu,TR0000077762
0002005457,110011448.0,2025-12-02,700.0,10130003.0,A73101,"*Req.from  07.12.25 To  11.12.25 to   Bintulu, Sar",TR0000077764
0002005466,110011449.0,2025-12-02,400.0,10130003.0,A73101,*Req.from  08.12.25 To  10.12.25 to   CIDB Terengg,TR0000077766
0002005474,110011453.0,2025-12-02,400.0,10130003.0,A73101,*Req.from  08.12.25 To  10.12.25 to   CIDB Negeri,TR0000077771
0002005505,110011454.0,2025-12-02,400.0,10130003.0,A73101,*Req.from  08.12.25 To  10.12.25 to   CIDB Terengg,TR0000077775
0005001163,110011457.0,2025-12-02,594.0,10160003.0,A73101,*Req.from  04.12.25 To  07.12.25 to   PUTRAJAYA,TR0000077777
0004000593,110011460.0,2025-12-02,400.0,10170003.0,A73101,*Req.from  09.12.25 To  11.12.25 to   CIDB Negeri,TR0000077783
0005001088,110011486.0,2025-12-02,-200.0,10120004.0,A73101,*Trip from 10.11.25 To  11.11.25 to   Kota Kinabal,TR0000077805
0002005602,110011499.0,2025-12-02,350.0,10130003.0,A73101,*Req.from  04.12.25 To  06.12.25 to   CIDB Johor,TR0000077819
0002005603,110011500.0,2025-12-02,400.0,10130003.0,A73101,*Req.from  15.12.25 To  17.12.25 to   CIDB Perlis,TR0000077819
0006000408,110011501.0,2025-12-02,500.0,10120002.0,A73101,*Req.from  08.12.25 To  10.12.25 to   sandakan/taw,TR0000077821
0006000409,110011502.0,2025-12-02,500.0,10120002.0,A73101,*Req.from  15.12.25 To  17.12.25 to   kuching,TR0000077821
0002005612,110011503.0,2025-12-02,400.0,10130003.0,A73101,*Req.from  04.12.25 To  06.12.25 to   CIDB JOHOR,TR0000077823
0002005310,110011596.0,2025-12-04,-400.0,10200002.0,A73101,*Trip from 24.11.25 To  28.11.25 to   Daerah Langk,TR0000077876
0002005279,110011597.0,2025-12-04,1075.0,10130003.0,A73101,*Req.from  22.12.25 To  26.12.25 to   IZMIR,TR0000077878
0008000587,110011598.0,2025-12-04,500.0,10150009.0,A73101,*Req.from  10.12.25 To  12.12.25 to   ABM SABAH,TR0000077880
0006000414,110011615.0,2025-12-04,-200.0,10120001.0,A73101,*Trip from 01.12.25 To  02.12.25 to   Kedah,TR0000077898
0002004588,110011625.0,2025-12-05,-600.0,10200020.0,A73101,*Trip from 20.10.25 To  23.10.25 to   Betong,TR0000077908
0002005461,110011643.0,2025-12-05,1000.0,10130003.0,A73101,"*Req.from  07.12.25 To  11.12.25 to   Bintulu, Sar",TR0000077932
0002005625,110011650.0,2025-12-05,600.0,10200032.0,A73101,*Req.from  07.12.25 To  11.12.25 to   BINTULU,TR0000077934
0002005730,110011651.0,2025-12-05,600.0,10200032.0,A73101,"*Req.from  07.12.25 To  11.12.25 to   BINTULU,SARA",TR0000077936
0002005587,110011652.0,2025-12-05,700.0,10200032.0,A73101,"*Req.from  07.12.25 To  11.12.25 to   BINTULU, SAR",TR0000077938
0002005713,110011661.0,2025-12-07,700.0,10200002.0,A73101,"*Req.from  07.12.25 To  11.12.25 to   Bintulu, Sar",TR0000077940
0002005703,110011662.0,2025-12-07,600.0,10200002.0,A73101,"*Req.from  07.12.25 To  11.12.25 to   Bintulu, sar",TR0000077942
0002005321,110011663.0,2025-12-07,-300.0,10200002.0,A73101,"*Trip from 24.11.25 To  27.11.25 to   LANGKAWI, KE",TR0000077944
0002005307,110011664.0,2025-12-07,-400.0,10200002.0,A73101,*Trip from 24.11.25 To  27.11.25 to   PULAU LANGKA,TR0000077946
0002005306,110011666.0,2025-12-07,-400.0,10200002.0,A73101,*Trip from 24.11.25 To  28.11.25 to   LANGKAWI,TR0000077950
0002005760,110011698.0,2025-12-08,160.0,10200010.0,A73101,*Req.from  08.12.25 To  09.12.25 to   Terengganu,TR0000077983
0002005199,110011731.0,2025-12-08,-230.0,10200011.0,A73101,*Trip from 18.11.25 To  20.11.25 to   Hotel Royale,TR0000078001
0008000625,110011736.0,2025-12-09,400.0,10150009.0,A73101,*Req.from  09.12.25 To  11.12.25 to   CIDB Negeri,TR0000078007
0008000626,110011737.0,2025-12-09,450.0,10150009.0,A73101,*Req.from  09.12.25 To  11.12.25 to   Pej. CIDB Ne,TR0000078009
0002005602,110011810.0,2025-12-10,-350.0,10130003.0,A73101,*Trip from 04.12.25 To  06.12.25 to   CIDB Johor,TR0000078086
0003000139,110011891.0,2025-12-11,-1100.0,10140008.0,A73101,"*Trip from 22.09.25 To  27.09.25 to   Seoul, Korea",TR0000078222
0002005843,110011900.0,2025-12-11,600.0,10200021.0,A73101,*Req.from  15.12.25 To  18.12.25 to   WPKL,TR0000078234
0002005795,110011908.0,2025-12-11,400.0,10200010.0,A73101,*Req.from  15.12.25 To  17.12.25 to   AC Hotel Kua,TR0000078246
0002005813,110011909.0,2025-12-11,350.0,10200032.0,A73101,*Req.from  16.12.25 To  18.12.25 to   KUALA LUMPUR,TR0000078248
0001000378,110011912.0,2025-12-11,-1800.0,10110001.0,A73101,*Trip from 10.10.25 To  19.10.25 to   Dubrovnik,TR0000078254
0002005442,110011915.0,2025-12-11,-160.0,10200008.0,A73101,"*Trip from 05.12.25 To  06.12.25 to   JOHOR BHARU,",TR0000078260
0002005785,110011916.0,2025-12-11,440.0,10130001.0,A73101,*Req.from  16.12.25 To  18.12.25 to   Johor,TR0000078262
0006000431,110011917.0,2025-12-11,250.0,10120003.0,A73101,*Req.from  25.12.25 To  26.12.25 to   Pusat Zakat,TR0000078264
0002005811,110011923.0,2025-12-12,400.0,10200001.0,A73101,*Req.from  15.12.25 To  17.12.25 to   AC HOTEL KUA,TR0000078268
0008000018,110011926.0,2025-12-12,-400.0,10150010.0,A73101,"*Trip from 17.02.25 To  19.02.25 to   Kulim, Kedah",TR0000078274
0002005857,110011932.0,2025-12-12,648.0,10200003.0,A73101,*Req.from  15.12.25 To  18.12.25 to   AC Hotel Kua,TR0000078290
0002005419,110011937.0,2025-12-12,-500.0,10200004.0,A73101,*Trip from 01.12.25 To  05.12.25 to   KUALA KANGSA,TR0000078300
0002005572,110011949.0,2025-12-12,400.0,10130003.0,A73101,*Req.from  15.12.25 To  17.12.25 to   CIDB Negeri,TR0000078308
0002005822,110011950.0,2025-12-12,430.0,10130003.0,A73101,*Req.from  15.12.25 To  17.12.25 to   CIDB PERLIS,TR0000078310
0002005241,110011961.0,2025-12-16,-216.0,10200003.0,A73101,"*Trip from 18.11.25 To  20.11.25 to   SEREMBAN, NE",TR0000078323
Clearing Document ,,,32735.5,,,,
,,,32735.5,,,,
