Reference,Document Number,Posting Date,Amount in local currency,Funds Center,G/L Account,Text,Document Header Text
0008000121,110003996.0,2025-05-14,-500.0,10150009.0,A73101,*Trip from 28.04.25 To  30.04.25 to   kota kinabal,TR0000068904
0008000133,110003998.0,2025-05-14,-2000.0,10150009.0,A73101,*Trip from 02.05.25 To  11.05.25 to   BONN & COLOG,TR0000068908
0002001457,110004016.0,2025-05-15,430.0,10200011.0,A73101,*Req.from  20.05.25 To  22.05.25 to   PULAU REDANG,TR0000068910
0002001460,110004017.0,2025-05-15,430.0,10200011.0,A73101,*Req.from  20.05.25 To  22.05.25 to   PULAU REDANG,TR0000068912
0002001461,110004018.0,2025-05-15,390.0,10200011.0,A73101,*Req.from  20.05.25 To  22.05.25 to   Pulau Redang,TR0000068914
0002001445,110004019.0,2025-05-15,430.0,10200011.0,A73101,*Req.from  20.05.25 To  22.05.25 to   Pulau Redang,TR0000068916
0002001453,110004020.0,2025-05-15,430.0,10200011.0,A73101,*Req.from  20.05.25 To  22.05.25 to   PULAU REDANG,TR0000068918
0002001310,110004063.0,2025-05-16,500.0,10200004.0,A73101,*Req.from  19.05.25 To  23.05.25 to   SEKITAR NEGE,TR0000068976
0002000991,110004065.0,2025-05-16,-500.0,10200004.0,A73101,*Trip from 27.04.25 To  01.05.25 to   SUNWAY PUTRA,TR0000068980
0002001250,110004073.0,2025-05-16,-432.0,10200001.0,A73101,*Trip from 13.05.25 To  15.05.25 to   PADANG BESAR,TR0000068994
0002001487,110004091.0,2025-05-18,300.0,10200002.0,A73101,*Req.from  19.05.25 To  21.05.25 to   CIDB Perak,TR0000069024
0002001456,110004092.0,2025-05-19,400.0,10200011.0,A73101,*Req.from  20.05.25 To  22.05.25 to   KUALA LUMPUR,TR0000069026
0002001450,110004093.0,2025-05-15,400.0,10200011.0,A73101,*Req.from  19.05.25 To  22.05.25 to   Pulau Redang,TR0000069028
0002001471,110004159.0,2025-05-20,280.0,10130003.0,A73101,"*Req.from  20.05.25 To  23.05.25 to   Kampar, Pera",TR0000069092
0002001446,110004160.0,2025-05-20,400.0,10130001.0,A73101,*Req.from  19.05.25 To  21.05.25 to   KEDAH,TR0000069094
0008000162,110004161.0,2025-05-20,432.0,10150009.0,A73101,*Req.from  20.05.25 To  22.05.25 to   ABM WILAYAH,TR0000069096
0002001472,110004162.0,2025-05-20,290.0,10130003.0,A73101,"*Req.from  20.05.25 To  23.05.25 to   Kampar, Pera",TR0000069098
0002001586,110004164.0,2025-05-20,800.0,10200030.0,A73101,*Req.from  26.05.25 To  30.05.25 to   MELAKA,TR0000069100
0002001287,110004181.0,2025-05-21,-400.0,10200002.0,A73101,*Trip from 12.05.25 To  15.05.25 to   NEGERI PERLI,TR0000069128
0002001356,110004197.0,2025-05-21,-500.0,10200022.0,A73101,"*Trip from 11.05.25 To  14.05.25 to   KUCHING, SAR",TR0000069140
0002001165,110004224.0,2025-05-22,-750.0,10200030.0,A73101,"*Trip from 05.05.25 To  09.05.25 to   Keningau, ta",TR0000069152
0002001181,110004225.0,2025-05-22,-750.0,10200030.0,A73101,"*Trip from 05.05.25 To  09.05.25 to   keningau, te",TR0000069154
0004000115,110004242.0,2025-05-22,-430.0,10170003.0,A73101,*Trip from 08.05.25 To  10.05.25 to   ABM Sarawak,TR0000069172
0008000138,110004248.0,2025-05-22,-450.0,10150009.0,A73101,*Trip from 14.05.25 To  16.05.25 to   ABM Wilayah,TR0000069182
0001000162,110004266.0,2025-05-23,1300.0,10110001.0,A73101,*Req.from  25.05.25 To  31.05.25 to   Seoul & Suwo,TR0000069206
0002001644,110004267.0,2025-05-23,477.0,10200005.0,A73101,*Req.from  27.05.25 To  29.05.25 to   CIDB KEDAH,TR0000069208
0002001600,110004268.0,2025-05-23,200.0,10130003.0,A73101,*Req.from  03.06.25 To  04.06.25 to   Pejabat CIDB,TR0000069210
0008000176,110004276.0,2025-05-23,450.0,10150009.0,A73101,"*Req.from  27.05.25 To  29.05.25 to   Manjung, Per",TR0000069218
0002001206,110004278.0,2025-05-23,-400.0,10130003.0,A73101,*Trip from 13.05.25 To  15.05.25 to   PEJABAT CIDB,TR0000069223
0002001207,110004279.0,2025-05-23,-400.0,10130003.0,A73101,*Trip from 13.05.25 To  15.05.25 to   CIDB Negeri,TR0000069225
0002001252,110004291.0,2025-05-25,-648.0,10200012.0,A73101,"*Trip from 05.05.25 To  08.05.25 to   IDEAS Hotel,",TR0000069245
0002000925,110004301.0,2025-05-26,-590.0,10200010.0,A73101,*Trip from 27.04.25 To  01.05.25 to   SUNWAY PUTRA,TR0000069264
0002000874,110004307.0,2025-05-26,-550.0,10200009.0,A73101,*Trip from 21.04.25 To  25.04.25 to   kuala lumpur,TR0000069276
0002001688,110004317.0,2025-05-26,500.0,10200004.0,A73101,"*Req.from  27.05.25 To  30.05.25 to   Penang,Manju",TR0000069288
0002001310,110004321.0,2025-05-26,-500.0,10200004.0,A73101,*Trip from 19.05.25 To  23.05.25 to   SEKITAR NEGE,TR0000069296
0002001718,110004342.0,2025-05-26,477.0,10200007.0,A73101,*Req.from  26.05.25 To  28.05.25 to   HOTEL SERI P,TR0000069304
0002001353,110004366.0,2025-05-27,-500.0,10200020.0,A73101,*Trip from 20.05.25 To  23.05.25 to   SIBU,TR0000069350
0002001275,110004423.0,2025-05-28,-513.0,10130003.0,A73101,*Trip from 14.05.25 To  16.05.25 to   CIDB Negeri,TR0000069411
0002001282,110004424.0,2025-05-28,-500.0,10130003.0,A73101,*Trip from 14.05.25 To  16.05.25 to   CIDB Cawanga,TR0000069413
0002001265,110004425.0,2025-05-28,-567.0,10130003.0,A73101,*Trip from 14.05.25 To  16.05.25 to   CIDB CAWANGA,TR0000069415
0002001446,110004428.0,2025-05-28,-400.0,10130001.0,A73101,*Trip from 19.05.25 To  21.05.25 to   KEDAH,TR0000069419
0001000114,110004432.0,2025-05-28,-1000.0,10110004.0,A73101,*Trip from 06.05.25 To  10.05.25 to   SANDAKAN,TR0000069423
0001000135,110004433.0,2025-05-28,-630.0,10110004.0,A73101,*Trip from 13.05.25 To  16.05.25 to   JOHOR,TR0000069423
0001000134,110004438.0,2025-05-28,-648.0,10110004.0,A73101,*Trip from 13.05.25 To  16.05.25 to   CIDB Negeri,TR0000069431
0001000110,110004440.0,2025-05-28,-1000.0,10110004.0,A73101,*Trip from 06.05.25 To  10.05.25 to   CIDB CAWANGA,TR0000069433
0004000075,110004446.0,2025-05-28,-1275.0,10170004.0,A73101,*Trip from 12.04.25 To  22.04.25 to   Dubai & Arab,TR0000069439
0002001411,110004467.0,2025-05-29,-500.0,10200020.0,A73101,*Trip from 20.05.25 To  23.05.25 to   Sibu,TR0000069451
0002001689,110004470.0,2025-05-29,880.0,10130007.0,A73101,*Req.from  30.05.25 To  03.06.25 to   Ho Chi Minh,TR0000069455
0002001413,110004481.0,2025-05-29,-500.0,10200020.0,A73101,"*Trip from 20.05.25 To  23.05.25 to   Sibu, Sarawa",TR0000069467
0006000114,110004506.0,2025-05-29,800.0,10120001.0,A73101,*Req.from  02.06.25 To  06.06.25 to   IPOH,TR0000069496
0006000113,110004507.0,2025-05-29,600.0,10120001.0,A73101,"*Req.from  02.06.25 To  05.06.25 to   Ipoh, Perak",TR0000069498
0002001307,110004529.0,2025-05-30,-160.0,10200010.0,A73101,*Trip from 12.05.25 To  13.05.25 to   KLIA,TR0000069516
0002001734,110004532.0,2025-05-30,700.0,10200007.0,A73101,*Req.from  10.06.25 To  13.06.25 to   Hotel Golden,TR0000069520
0002001783,110004540.0,2025-05-30,900.0,10200020.0,A73101,*Req.from  09.06.25 To  13.06.25 to   BINTULU,TR0000069522
0002001780,110004542.0,2025-05-30,900.0,10200020.0,A73101,*Req.from  09.06.25 To  13.06.25 to   BINTULU,TR0000069524
0002001784,110004544.0,2025-05-30,900.0,10200020.0,A73101,*Req.from  09.06.25 To  13.06.25 to   BINTULU,TR0000069526
0002001799,110004546.0,2025-05-30,700.0,10200020.0,A73101,*Req.from  09.06.25 To  13.06.25 to   Bintulu,TR0000069528
0002001800,110004547.0,2025-05-30,700.0,10200020.0,A73101,*Req.from  09.06.25 To  13.06.25 to   Bintulu,TR0000069530
0002001471,110004575.0,2025-05-30,-280.0,10130003.0,A73101,"*Trip from 20.05.25 To  23.05.25 to   Kampar, Pera",TR0000069558
0002001472,110004577.0,2025-05-30,-290.0,10130003.0,A73101,"*Trip from 20.05.25 To  23.05.25 to   Kampar, Pera",TR0000069562
0002001798,110004580.0,2025-05-30,600.0,10200023.0,A73101,*Req.from  10.06.25 To  13.06.25 to   CIDB Bintulu,TR0000069568
0002001688,110004591.0,2025-05-30,-500.0,10200004.0,A73101,"*Trip from 27.05.25 To  29.05.25 to   Penang,Manju",TR0000069588
0006000122,110004602.0,2025-05-30,700.0,10120003.0,A73101,*Req.from  02.06.25 To  06.06.25 to   CIDB KELANTA,TR0000069608
0001000166,110004603.0,2025-05-30,648.0,10110004.0,A73101,*Req.from  02.06.25 To  05.06.25 to   CIDB KEDAH,TR0000069610
0001000171,110004604.0,2025-05-30,648.0,10110004.0,A73101,*Req.from  02.06.25 To  05.06.25 to   CIDB Negeri,TR0000069612
0002001414,110004608.0,2025-05-30,-238.5,10130001.0,A73101,"*Trip from 14.05.25 To  15.05.25 to   Kemaman, Ter",TR0000069624
0002001453,110004629.0,2025-05-31,-430.0,10200011.0,A73101,*Trip from 20.05.25 To  22.05.25 to   PULAU REDANG,TR0000069662
0002001461,110004630.0,2025-05-31,-390.0,10200011.0,A73101,*Trip from 20.05.25 To  22.05.25 to   Pulau Redang,TR0000069664
0002001445,110004632.0,2025-05-31,-430.0,10200011.0,A73101,*Trip from 20.05.25 To  22.05.25 to   Pulau Redang,TR0000069670
0002001460,110004633.0,2025-05-31,-430.0,10200011.0,A73101,*Trip from 20.05.25 To  22.05.25 to   PULAU REDANG,TR0000069672
0002001457,110004634.0,2025-05-31,-430.0,10200011.0,A73101,*Trip from 20.05.25 To  22.05.25 to   PULAU REDANG,TR0000069674
0002001450,110004638.0,2025-05-31,-400.0,10200011.0,A73101,*Trip from 19.05.25 To  22.05.25 to   Pulau Redang,TR0000069680
0002001644,110004697.0,2025-06-04,-477.0,10200005.0,A73101,*Trip from 27.05.25 To  29.05.25 to   CIDB KEDAH,TR0000069766
0008000187,110004718.0,2025-06-04,150.0,10150009.0,A73101,*Req.from  04.06.25 To  06.06.25 to   ABM Wilayah,TR0000069780
0006000115,110004719.0,2025-06-04,396.0,10120001.0,A73101,*Req.from  25.06.25 To  27.06.25 to   CIDB PULAU P,TR0000069782
0002001735,110004720.0,2025-06-04,470.0,10130003.0,A73101,*Req.from  03.06.25 To  05.06.25 to   CIDB PULAU P,TR0000069784
0008000186,110004722.0,2025-06-04,400.0,10150009.0,A73101,*Req.from  02.06.25 To  04.06.25 to   PULAU PINANG,TR0000069787
0002001737,110004723.0,2025-06-04,250.0,10130003.0,A73101,*Req.from  03.06.25 To  05.06.25 to   Pulau Pinang,TR0000069789
0002001794,110004724.0,2025-06-04,660.0,10130007.0,A73101,"*Req.from  10.06.25 To  13.06.25 to   Bintulu, Sar",TR0000069791
0002001819,110004736.0,2025-06-05,600.0,10200002.0,A73101,*Req.from  17.06.25 To  20.06.25 to   NEGERI SEMBI,TR0000069797
0002001831,110004760.0,2025-06-05,769.0,10200001.0,A73101,"*Req.from  10.06.25 To  13.06.25 to   BINTULU,SARA",TR0000069833
0002001814,110004761.0,2025-06-05,600.0,10200001.0,A73101,"*Req.from  10.06.25 To  13.06.25 to   BINTULU, SAR",TR0000069835
0002001838,110004769.0,2025-06-05,600.0,10200007.0,A73101,*Req.from  11.06.25 To  14.06.25 to   Zhaoqing & F,TR0000069849
0002001586,110004854.0,2025-06-10,-800.0,10200030.0,A73101,*Trip from 26.05.25 To  30.05.25 to   MELAKA,TR0000069911
0002001569,110004874.0,2025-06-10,750.0,10130001.0,A73101,*Req.from  10.06.25 To  13.06.25 to   CIDB BINTULU,TR0000069917
0002001573,110004875.0,2025-06-10,750.0,10130001.0,A73101,"*Req.from  10.06.25 To  13.06.25 to   Bintulu, Sar",TR0000069919
0008000188,110004876.0,2025-06-10,220.0,10150008.0,A73101,*Req.from  11.06.25 To  12.06.25 to   CIDB Negeri,TR0000069921
0008000198,110004877.0,2025-06-10,198.0,10150008.0,A73101,*Req.from  11.06.25 To  12.06.25 to   CIDB JOHOR,TR0000069923
0008000189,110004878.0,2025-06-10,198.0,10150008.0,A73101,*Req.from  11.06.25 To  12.06.25 to   CIDB JOHOR,TR0000069925
0008000202,110004879.0,2025-06-10,850.0,10150009.0,A73101,"*Req.from  10.06.25 To  14.06.25 to   MITC, MELAKA",TR0000069927
0002001853,110004898.0,2025-06-11,200.0,10200010.0,A73101,"*Req.from  13.06.25 To  15.06.25 to   GUANGDONG, C",TR0000069944
0002001827,110004901.0,2025-06-11,540.0,10200012.0,A73101,*Req.from  17.06.25 To  20.06.25 to   NEGERI SEMBI,TR0000069946
0002001456,110004930.0,2025-06-11,-400.0,10200011.0,A73101,*Trip from 20.05.25 To  22.05.25 to   KUALA LUMPUR,TR0000069967
0002001942,110004938.0,2025-06-11,480.0,10200011.0,A73101,*Trip from 17.06.25 To  20.06.25 to   Negeri Sembi,TR0000069971
0008000124,110004954.0,2025-06-11,-550.0,10150009.0,A73101,"*Trip from 13.05.25 To  15.05.25 to   Kuching, Sar",TR0000069984
0002000974,110004956.0,2025-06-11,-648.0,10200002.0,A73101,*Trip from 27.04.25 To  30.04.25 to   Kuala Lumpur,TR0000069988
0002001487,110004959.0,2025-06-11,-300.0,10200002.0,A73101,*Trip from 19.05.25 To  21.05.25 to   CIDB Perak,TR0000069990
0002001306,110004960.0,2025-06-11,-282.5,10200002.0,A73101,*Trip from 12.05.25 To  16.05.25 to   GUANGZHOU CH,TR0000069982
0008000123,110004961.0,2025-06-11,-750.0,10150009.0,A73101,*Trip from 12.05.25 To  15.05.25 to   KUCHING SARA,TR0000069993
0008000131,110004986.0,2025-06-11,-750.0,10150009.0,A73101,*Trip from 12.05.25 To  15.05.25 to   KUCHING SARA,TR0000070030
0008000162,110004987.0,2025-06-11,-432.0,10150009.0,A73101,*Trip from 20.05.25 To  22.05.25 to   ABM WILAYAH,TR0000070030
0002001959,110004997.0,2025-06-12,500.0,10200023.0,A73101,*Req.from  13.06.25 To  16.06.25 to   KAPIT,TR0000070045
0002001981,110004999.0,2025-06-12,600.0,10200009.0,A73101,*Req.from  16.06.25 To  19.06.25,TR0000070049
0008000176,110005019.0,2025-06-12,-450.0,10150009.0,A73101,"*Trip from 27.05.25 To  29.05.25 to   Manjung, Per",TR0000070067
0006000114,110005026.0,2025-06-12,-800.0,10120001.0,A73101,*Trip from 02.06.25 To  06.06.25 to   IPOH,TR0000070079
0002001976,110005035.0,2025-06-12,1600.0,10200006.0,A73101,*Req.from  15.06.25 To  17.06.25 to   Bangkok,TR0000070097
0004000114,110005041.0,2025-06-12,-550.0,10170003.0,A73101,*Trip from 08.05.25 To  10.05.25 to   Sarawak,TR0000070107
0006000103,110005051.0,2025-06-12,-500.0,10120002.0,A73101,*Trip from 13.05.25 To  15.05.25 to   CIDB BINTULU,TR0000070123
0002001979,110005052.0,2025-06-12,500.0,10200023.0,A73101,"*Req.from  13.06.25 To  16.06.25 to   KAPIT, SARAW",TR0000070125
0008000119,110005079.0,2025-06-12,-1000.0,10150009.0,A73101,*Trip from 03.05.25 To  08.05.25 to   ABM WILAYAH,TR0000070172
0008000127,110005081.0,2025-06-12,-860.0,10150009.0,A73101,*Trip from 12.05.25 To  16.05.25 to   abm johor,TR0000070176
0002002010,110005096.0,2025-06-16,300.0,10200010.0,A73101,*Req.from  17.06.25 To  19.06.25 to   royal chulan,TR0000070200
0002002021,110005097.0,2025-06-16,200.0,10200010.0,A73101,*Req.from  17.06.25 To  19.06.25 to   ROYAL CHULAN,TR0000070200
0002001994,110005105.0,2025-06-16,200.0,10200007.0,A73101,*Req.from  17.06.25 To  20.06.25 to   NEGERI SEMBI,TR0000070211
0002002011,110005106.0,2025-06-16,200.0,10200007.0,A73101,*Req.from  17.06.25 To  19.06.25 to   D'WHARF HOTE,TR0000070213
0002002025,110005107.0,2025-06-16,200.0,10200007.0,A73101,*Req.from  17.06.25 To  19.06.25 to   sekitar nege,TR0000070215
0002001993,110005109.0,2025-06-16,180.0,10200007.0,A73101,*Req.from  18.06.25 To  19.06.25 to   Scapes Hotel,TR0000070217
0006000113,110005124.0,2025-06-17,-600.0,10120001.0,A73101,"*Trip from 02.06.25 To  05.06.25 to   Ipoh, Perak",TR0000070236
0002001814,110005129.0,2025-06-17,-600.0,10200001.0,A73101,"*Trip from 10.06.25 To  13.06.25 to   BINTULU, SAR",TR0000070242
0002002046,110005136.0,2025-06-17,400.0,10200001.0,A73101,*Req.from  23.06.25 To  26.06.25 to   PULAU LANGKA,TR0000070252
0008000186,110005151.0,2025-06-17,-400.0,10150009.0,A73101,*Trip from 02.06.25 To  04.06.25 to   PULAU PINANG,TR0000070266
0008000223,110005160.0,2025-06-17,200.0,10150008.0,A73101,*Req.from  18.06.25 To  19.06.25 to   CIDB Cawanga,TR0000070274
0004000176,110005161.0,2025-06-17,500.0,10170004.0,A73101,*Req.from  30.06.25 To  02.07.25 to   Pejabat CIDB,TR0000070276
0003000109,110005162.0,2025-06-17,567.0,10140008.0,A73101,*Req.from  30.06.25 To  02.07.25 to   Pejabat CIDB,TR0000070278
0008000217,110005163.0,2025-06-17,300.0,10150009.0,A73101,*Req.from  29.06.25 To  01.07.25 to   HOTEL LE MER,TR0000070280
0008000222,110005164.0,2025-06-17,550.0,10150009.0,A73101,*Req.from  29.06.25 To  01.07.25 to   Hotel Le Mer,TR0000070282
0006000136,110005165.0,2025-06-17,250.0,10120002.0,A73101,*Req.from  18.06.25 To  19.06.25 to   CIDB MIRI,TR0000070284
0004000116,110005174.0,2025-06-18,-1500.0,10170003.0,A73101,"*Trip from 17.05.25 To  23.05.25 to   Osaka, Suzuk",TR0000070298
0002001735,110005178.0,2025-06-18,-470.0,10130003.0,A73101,*Trip from 03.06.25 To  05.06.25 to   CIDB PULAU P,TR0000070304
0002002118,110005183.0,2025-06-18,990.0,10200022.0,A73101,"*Req.from  22.06.25 To  29.06.25 to   Langkawi, Ke",TR0000070313
0002001737,110005188.0,2025-06-18,-250.0,10130003.0,A73101,*Trip from 03.06.25 To  05.06.25 to   Pulau Pinang,TR0000070315
0008000188,110005195.0,2025-06-18,-220.0,10150008.0,A73101,*Trip from 11.06.25 To  12.06.25 to   CIDB Negeri,TR0000070326
0002001689,110005207.0,2025-06-18,-880.0,10130007.0,A73101,*Trip from 30.05.25 To  03.06.25 to   Ho Chi Minh,TR0000070344
0002001718,110005208.0,2025-06-18,-477.0,10200007.0,A73101,*Trip from 26.05.25 To  28.05.25 to   HOTEL SERI P,TR0000070346
0008000132,110005215.0,2025-06-19,-640.0,10150009.0,A73101,*Trip from 19.05.25 To  23.05.25 to   ABM WILAYAH,TR0000070360
0004000117,110005216.0,2025-06-19,-1500.0,10170003.0,A73101,*Trip from 17.05.25 To  23.05.25 to   Osaka,TR0000070362
0001000166,110005227.0,2025-06-19,-648.0,10110004.0,A73101,*Trip from 02.06.25 To  05.06.25 to   CIDB KEDAH,TR0000070371
0001000171,110005228.0,2025-06-19,-648.0,10110004.0,A73101,*Trip from 02.06.25 To  05.06.25 to   CIDB Negeri,TR0000070373
0002002161,110005254.0,2025-06-20,500.0,10200020.0,A73101,*Req.from  24.06.25 To  26.06.25 to   Kota Samarah,TR0000070401
0002001780,110005256.0,2025-06-20,-900.0,10200020.0,A73101,*Trip from 09.06.25 To  13.06.25 to   BINTULU,TR0000070405
0002001784,110005257.0,2025-06-20,-900.0,10200020.0,A73101,*Trip from 09.06.25 To  13.06.25 to   BINTULU,TR0000070407
0002001799,110005258.0,2025-06-20,-700.0,10200020.0,A73101,*Trip from 09.06.25 To  13.06.25 to   Bintulu,TR0000070409
0002001800,110005262.0,2025-06-20,-700.0,10200020.0,A73101,*Trip from 09.06.25 To  13.06.25 to   Bintulu,TR0000070417
0002002094,110005263.0,2025-06-20,350.0,10200005.0,A73101,*Req.from  23.06.25 To  26.06.25 to   DAERAH HULU,TR0000070419
0002002103,110005264.0,2025-06-20,350.0,10200005.0,A73101,*Req.from  23.06.25 To  26.06.25 to   DAERAH HULU,TR0000070423
0002002102,110005265.0,2025-06-20,350.0,10200005.0,A73101,*Req.from  23.06.25 To  26.06.25 to   DAERAH HULU,TR0000070425
0002002097,110005266.0,2025-06-20,350.0,10200005.0,A73101,*Req.from  23.06.25 To  26.06.25 to   DAERAH HULU,TR0000070427
0002002096,110005267.0,2025-06-20,350.0,10200005.0,A73101,*Req.from  23.06.25 To  26.06.25 to   DAERAH HULU,TR0000070429
0002002098,110005268.0,2025-06-20,350.0,10200005.0,A73101,*Req.from  23.06.25 To  26.06.25 to   DAERAH HULU,TR0000070431
0002002107,110005269.0,2025-06-20,350.0,10200005.0,A73101,*Req.from  23.06.25 To  26.06.25 to   DAERAH HULU,TR0000070433
0002002108,110005270.0,2025-06-20,350.0,10200005.0,A73101,*Req.from  23.06.25 To  26.06.25 to   DAERAH HULU,TR0000070435
0002002121,110005271.0,2025-06-20,350.0,10200005.0,A73101,*Req.from  23.06.25 To  26.06.25 to   DAERAH HULU,TR0000070437
0002002095,110005272.0,2025-06-20,350.0,10200005.0,A73101,*Req.from  23.06.25 To  26.06.25 to   DAERAH HULU,TR0000070439
0002002079,110005273.0,2025-06-20,350.0,10200005.0,A73101,*Req.from  23.06.25 To  26.06.25 to   DAERAH HULU,TR0000070441
0002002122,110005274.0,2025-06-20,350.0,10200005.0,A73101,*Req.from  23.06.25 To  26.06.25 to   DAERAH KUALA,TR0000070443
0002002109,110005275.0,2025-06-20,350.0,10200005.0,A73101,*Req.from  23.06.25 To  26.06.25 to   DAERAH HULU,TR0000070445
0002002078,110005276.0,2025-06-20,350.0,10200005.0,A73101,*Req.from  23.06.25 To  26.06.25 to   DAERAH HULU,TR0000070447
0002002197,110005297.0,2025-06-22,600.0,10200011.0,A73101,*Req.from  23.06.25 To  26.06.25 to   LANGKAWI,TR0000070471
0002002195,110005298.0,2025-06-22,600.0,10200011.0,A73101,"*Req.from  23.06.25 To  26.06.25 to   LANGKAWI, KE",TR0000070473
0008000187,110005307.0,2025-06-23,-150.0,10150009.0,A73101,*Trip from 04.06.25 To  06.06.25 to   ABM Wilayah,TR0000070489
0008000189,110005314.0,2025-06-23,-198.0,10150008.0,A73101,*Trip from 11.06.25 To  12.06.25 to   CIDB JOHOR,TR0000070504
0002002021,110005329.0,2025-06-23,-200.0,10200010.0,A73101,*Trip from 17.06.25 To  19.06.25 to   ROYAL CHULAN,TR0000070534
0002001853,110005332.0,2025-06-23,-200.0,10200010.0,A73101,"*Trip from 13.06.25 To  15.06.25 to   GUANGDONG, C",TR0000070534
0006000171,110005342.0,2025-06-23,400.0,10120001.0,A73101,*Req.from  24.06.25 To  26.06.25 to   Terengganu,TR0000070542
0006000147,110005343.0,2025-06-23,396.0,10120001.0,A73101,*Req.from  25.06.25 To  27.06.25 to   Pejabat CIDB,TR0000070544
0001000211,110005344.0,2025-06-23,400.0,10110004.0,A73101,*Req.from  24.06.25 To  26.06.25 to   MELAKA,TR0000070546
0002001981,110005350.0,2025-06-24,-600.0,10200009.0,A73101,*Trip from 16.06.25 To  19.06.25 to   CIDB Sabah,TR0000070552
0002001794,110005391.0,2025-06-24,-660.0,10130007.0,A73101,"*Trip from 10.06.25 To  13.06.25 to   Bintulu, Sar",TR0000070594
0002002309,110005395.0,2025-06-25,320.0,10200010.0,A73101,*Req.from  01.07.25 To  03.07.25 to   Pulau Pinang,TR0000070598
0002001316,110005409.0,2025-06-23,-1000.0,10200021.0,A73101,*Trip from 10.05.25 To  15.05.25 to   MIRI-SIBU-KU,TR0000070604
0002001397,110005413.0,2025-06-23,-1000.0,10200021.0,A73101,*Trip from 10.05.25 To  17.05.25 to   kuching,TR0000070602
0002001798,110005419.0,2025-06-25,-600.0,10200023.0,A73101,*Trip from 10.06.25 To  13.06.25 to   CIDB Bintulu,TR0000070621
0002001979,110005421.0,2025-06-25,-500.0,10200023.0,A73101,"*Trip from 13.06.25 To  16.06.25 to   KAPIT, SARAW",TR0000070628
0002001993,110005437.0,2025-06-25,-180.0,10200007.0,A73101,*Trip from 18.06.25 To  19.06.25 to   Scapes Hotel,TR0000070656
0002002011,110005438.0,2025-06-25,-200.0,10200007.0,A73101,*Trip from 17.06.25 To  19.06.25 to   D'WHARF HOTE,TR0000070660
0002001994,110005440.0,2025-06-25,-200.0,10200007.0,A73101,*Trip from 17.06.25 To  19.06.25 to   NEGERI SEMBI,TR0000070662
0002001942,110005441.0,2025-06-25,-480.0,10200011.0,A73101,*Trip from 17.06.25 To  20.06.25 to   Negeri Sembi,TR0000070664
0002001959,110005445.0,2025-06-25,-500.0,10200023.0,A73101,*Trip from 13.06.25 To  16.06.25 to   KAPIT,TR0000070668
